resion code,Time,Temperature,Humidity
108,2025-09-08 00:00,22.3,81
108,2025-09-08 01:00,22,83
108,2025-09-08 02:00,21.8,82
108,2025-09-08 03:00,21.5,86
108,2025-09-08 04:00,21.4,86
108,2025-09-08 05:00,21.1,87
108,2025-09-08 06:00,20.7,89
108,2025-09-08 07:00,20.9,90
108,2025-09-08 08:00,21.7,89
108,2025-09-08 09:00,22.5,88
108,2025-09-08 10:00,24.4,79
108,2025-09-08 11:00,25.2,74
108,2025-09-08 12:00,26.7,67
108,2025-09-08 13:00,27.9,60
108,2025-09-08 14:00,29.1,52
108,2025-09-08 15:00,29.4,50
108,2025-09-08 16:00,28.4,52
108,2025-09-08 17:00,27.4,57
108,2025-09-08 18:00,26.4,62
108,2025-09-08 19:00,25.7,66
108,2025-09-08 20:00,25,66
108,2025-09-08 21:00,24.6,71
108,2025-09-08 22:00,24.2,74
108,2025-09-08 23:00,24,74
108,2025-09-09 00:00,23.6,71
108,2025-09-09 01:00,23.4,71
108,2025-09-09 02:00,23,75
108,2025-09-09 03:00,22.8,74
108,2025-09-09 04:00,22.6,74
108,2025-09-09 05:00,22.4,77
108,2025-09-09 06:00,22.2,78
108,2025-09-09 07:00,22,79
108,2025-09-09 08:00,22.4,79
108,2025-09-09 09:00,23.2,76
108,2025-09-09 10:00,24.2,74
108,2025-09-09 11:00,25.2,68
108,2025-09-09 12:00,25.7,69
108,2025-09-09 13:00,26.3,68
108,2025-09-09 14:00,25.7,63
108,2025-09-09 15:00,25.6,59
108,2025-09-09 16:00,26.5,64
108,2025-09-09 17:00,26.8,59
108,2025-09-09 18:00,25.9,64
108,2025-09-09 19:00,24.8,68
108,2025-09-09 20:00,23.9,72
108,2025-09-09 21:00,23.1,74
108,2025-09-09 22:00,22.5,76
108,2025-09-09 23:00,21.9,79
108,2025-09-10 00:00,21.4,81
108,2025-09-10 01:00,20.8,83
108,2025-09-10 02:00,20.5,86
108,2025-09-10 03:00,20.2,86
108,2025-09-10 04:00,19.8,86
108,2025-09-10 05:00,19.1,89
108,2025-09-10 06:00,18.7,89
108,2025-09-10 07:00,18.5,91
108,2025-09-10 08:00,20,86
108,2025-09-10 09:00,22.4,77
108,2025-09-10 10:00,24.2,66
108,2025-09-10 11:00,26.6,53
108,2025-09-10 12:00,27.9,42
108,2025-09-10 13:00,29.2,35
108,2025-09-10 14:00,30.3,33
108,2025-09-10 15:00,30.9,31
108,2025-09-10 16:00,31.2,31
108,2025-09-10 17:00,31.2,32
108,2025-09-10 18:00,29.9,43
108,2025-09-10 19:00,28,48
108,2025-09-10 20:00,26.6,54
108,2025-09-10 21:00,25.5,56
108,2025-09-10 22:00,24.6,59
108,2025-09-10 23:00,24,62
108,2025-09-11 00:00,23,65
108,2025-09-11 01:00,22.1,71
108,2025-09-11 02:00,21.8,73
108,2025-09-11 03:00,21.4,76
108,2025-09-11 04:00,20.8,77
108,2025-09-11 05:00,20.2,78
108,2025-09-11 06:00,19.9,82
108,2025-09-11 07:00,20.1,82
108,2025-09-11 08:00,22,73
108,2025-09-11 09:00,23.6,62
108,2025-09-11 10:00,25.7,50
108,2025-09-11 11:00,27.4,43
108,2025-09-11 12:00,28.5,41
108,2025-09-11 13:00,29.5,41
108,2025-09-11 14:00,30.6,41
108,2025-09-11 15:00,31.2,39
108,2025-09-11 16:00,31.6,37
108,2025-09-11 17:00,31.2,38
108,2025-09-11 18:00,30,45
108,2025-09-11 19:00,28.4,50
108,2025-09-11 20:00,27.5,53
108,2025-09-11 21:00,26.8,56
108,2025-09-11 22:00,26.2,56
108,2025-09-11 23:00,25.5,58
108,2025-09-12 00:00,25,60
108,2025-09-12 01:00,24.3,60
108,2025-09-12 02:00,24,59
108,2025-09-12 03:00,23.6,63
108,2025-09-12 04:00,23.3,62
108,2025-09-12 05:00,23.1,63
108,2025-09-12 06:00,23.1,62
108,2025-09-12 07:00,22.9,63
108,2025-09-12 08:00,23.3,59
108,2025-09-12 09:00,23.9,59
108,2025-09-12 10:00,25.1,56
108,2025-09-12 11:00,25.7,56
108,2025-09-12 12:00,25.8,56
108,2025-09-12 13:00,26.1,57
108,2025-09-12 14:00,26.2,57
108,2025-09-12 15:00,26.3,59
108,2025-09-12 16:00,26,60
108,2025-09-12 17:00,25.6,65
108,2025-09-12 18:00,24.9,68
108,2025-09-12 19:00,24,77
108,2025-09-12 20:00,23,85
108,2025-09-12 21:00,22.5,89
108,2025-09-12 22:00,21.9,90
108,2025-09-12 23:00,21.4,93
108,2025-09-13 00:00,21.1,94
108,2025-09-13 01:00,20.8,95
108,2025-09-13 02:00,20.5,97
108,2025-09-13 03:00,20.4,98
108,2025-09-13 04:00,20.5,98
108,2025-09-13 05:00,20.6,95
108,2025-09-13 06:00,20.6,96
108,2025-09-13 07:00,20.8,95
108,2025-09-13 08:00,21.1,95
108,2025-09-13 09:00,21.8,94
108,2025-09-13 10:00,22.7,90
108,2025-09-13 11:00,23.7,85
108,2025-09-13 12:00,24.7,80
108,2025-09-13 13:00,26.1,68
108,2025-09-13 14:00,26.5,65
108,2025-09-13 15:00,26.6,64
108,2025-09-13 16:00,27.4,61
108,2025-09-13 17:00,26.5,62
108,2025-09-13 18:00,25.7,65
108,2025-09-13 19:00,25.1,68
108,2025-09-13 20:00,24.4,70
108,2025-09-13 21:00,23.8,75
108,2025-09-13 22:00,23.3,76
108,2025-09-13 23:00,22.9,77
108,2025-09-14 00:00,22.5,76
108,2025-09-14 01:00,22,79
108,2025-09-14 02:00,21.7,80
108,2025-09-14 03:00,21.7,82
108,2025-09-14 04:00,21.8,80
108,2025-09-14 05:00,21.7,81
108,2025-09-14 06:00,21.6,82
108,2025-09-14 07:00,21.5,82
108,2025-09-14 08:00,22.1,81
108,2025-09-14 09:00,23.2,78
108,2025-09-14 10:00,24.2,76
108,2025-09-14 11:00,25.4,72
108,2025-09-14 12:00,27,63
108,2025-09-14 13:00,27.3,63
108,2025-09-14 14:00,27.8,59
108,2025-09-14 15:00,28.5,56
108,2025-09-14 16:00,29.2,52
108,2025-09-14 17:00,29.1,55
108,2025-09-14 18:00,28.2,60
108,2025-09-14 19:00,26.7,64
108,2025-09-14 20:00,25.8,67
108,2025-09-14 21:00,25,73
108,2025-09-14 22:00,24.2,75
108,2025-09-14 23:00,23.7,79
108,2025-09-15 00:00,23.3,82
108,2025-09-15 01:00,23.1,84
108,2025-09-15 02:00,22.7,86
108,2025-09-15 03:00,22.4,86
108,2025-09-15 04:00,21.8,86
108,2025-09-15 05:00,21.2,88
108,2025-09-15 06:00,20.9,88
108,2025-09-15 07:00,20.9,90
108,2025-09-15 08:00,22.4,88
108,2025-09-15 09:00,24.3,80
108,2025-09-15 10:00,25.8,74
108,2025-09-15 11:00,27.1,66
108,2025-09-15 12:00,28.3,60
108,2025-09-15 13:00,29,58
108,2025-09-15 14:00,29.7,56
108,2025-09-15 15:00,30.3,54
108,2025-09-15 16:00,30.4,54
108,2025-09-15 17:00,30.2,52
108,2025-09-15 18:00,29.3,51
108,2025-09-15 19:00,28,62
108,2025-09-15 20:00,26.8,72
108,2025-09-15 21:00,26.1,75
108,2025-09-15 22:00,25.4,76
108,2025-09-15 23:00,24.6,79
108,2025-09-16 00:00,24,79
108,2025-09-16 01:00,23.5,80
108,2025-09-16 02:00,23.1,83
108,2025-09-16 03:00,22.8,85
108,2025-09-16 04:00,22.4,85
108,2025-09-16 05:00,22.2,87
108,2025-09-16 06:00,22.3,87
108,2025-09-16 07:00,22.5,86
108,2025-09-16 08:00,23.2,84
108,2025-09-16 09:00,24.7,80
108,2025-09-16 10:00,25.2,81
108,2025-09-16 11:00,26.2,79
108,2025-09-16 12:00,26.4,78
108,2025-09-16 13:00,26.7,78
108,2025-09-16 14:00,24.3,86
108,2025-09-16 15:00,22.5,94
108,2025-09-16 16:00,23.3,93
108,2025-09-16 17:00,24.1,90
108,2025-09-16 18:00,23.9,88
108,2025-09-16 19:00,23.8,91
108,2025-09-16 20:00,23.7,91
108,2025-09-16 21:00,23.6,90
108,2025-09-16 22:00,23.5,91
108,2025-09-16 23:00,23.2,91
108,2025-09-17 00:00,23.3,92
108,2025-09-17 01:00,23.1,92
108,2025-09-17 02:00,23.2,93
108,2025-09-17 03:00,23.4,94
108,2025-09-17 04:00,23.5,93
108,2025-09-17 05:00,23.5,93
108,2025-09-17 06:00,23.5,93
108,2025-09-17 07:00,23.5,93
108,2025-09-17 08:00,23.7,95
108,2025-09-17 09:00,23.9,93
108,2025-09-17 10:00,23.8,95
108,2025-09-17 11:00,22.4,95
108,2025-09-17 12:00,22.1,97
108,2025-09-17 13:00,23.2,92
108,2025-09-17 14:00,22.3,91
108,2025-09-17 15:00,22.8,93
108,2025-09-17 16:00,22.5,93
108,2025-09-17 17:00,22.4,90
108,2025-09-17 18:00,22.5,87
108,2025-09-17 19:00,22.1,88
108,2025-09-17 20:00,21.9,87
108,2025-09-17 21:00,21.9,89
108,2025-09-17 22:00,21.7,88
108,2025-09-17 23:00,21.5,90
108,2025-09-18 00:00,21.2,90
108,2025-09-18 01:00,20.8,92
108,2025-09-18 02:00,20.6,91
108,2025-09-18 03:00,20.4,92
108,2025-09-18 04:00,20.1,92
108,2025-09-18 05:00,19.9,92
108,2025-09-18 06:00,19.7,93
108,2025-09-18 07:00,19.6,92
108,2025-09-18 08:00,20.2,90
108,2025-09-18 09:00,20.8,89
108,2025-09-18 10:00,21.7,81
108,2025-09-18 11:00,22.5,76
108,2025-09-18 12:00,24.4,67
108,2025-09-18 13:00,25.2,62
108,2025-09-18 14:00,25.6,59
108,2025-09-18 15:00,25.8,59
108,2025-09-18 16:00,25.6,57
108,2025-09-18 17:00,25.2,58
108,2025-09-18 18:00,24.3,61
108,2025-09-18 19:00,23.1,63
108,2025-09-18 20:00,22,65
108,2025-09-18 21:00,21.3,66
108,2025-09-18 22:00,20.7,67
108,2025-09-18 23:00,20.4,66
108,2025-09-19 00:00,20,68
108,2025-09-19 01:00,19.7,67
108,2025-09-19 02:00,19.5,68
108,2025-09-19 03:00,19.3,68
108,2025-09-19 04:00,19.2,71
108,2025-09-19 05:00,19.1,71
108,2025-09-19 06:00,19.1,73
108,2025-09-19 07:00,19.2,73
108,2025-09-19 08:00,19.5,74
108,2025-09-19 09:00,19.9,73
108,2025-09-19 10:00,20.4,73
108,2025-09-19 11:00,20.8,72
108,2025-09-19 12:00,21.4,75
108,2025-09-19 13:00,20.8,79
108,2025-09-19 14:00,20.6,81
108,2025-09-19 15:00,20.3,85
108,2025-09-19 16:00,20.1,86
108,2025-09-19 17:00,19.6,91
108,2025-09-19 18:00,19,91
108,2025-09-19 19:00,18.7,93
108,2025-09-19 20:00,18.5,93
108,2025-09-19 21:00,18.6,95
108,2025-09-19 22:00,18.5,95
108,2025-09-19 23:00,18.1,95
108,2025-09-20 00:00,17.9,96
108,2025-09-20 01:00,17.7,97
108,2025-09-20 02:00,17.7,98
108,2025-09-20 03:00,17.6,98
108,2025-09-20 04:00,17.5,98
108,2025-09-20 05:00,17.5,97
108,2025-09-20 06:00,17.6,97
108,2025-09-20 07:00,17.7,95
108,2025-09-20 08:00,18,95
108,2025-09-20 09:00,18.6,94
108,2025-09-20 10:00,19,91
108,2025-09-20 11:00,19.9,89
108,2025-09-20 12:00,20.6,84
108,2025-09-20 13:00,21.4,81
108,2025-09-20 14:00,22.5,74
108,2025-09-20 15:00,23.4,71
108,2025-09-20 16:00,23,70
108,2025-09-20 17:00,23.3,68
108,2025-09-20 18:00,22.5,75
108,2025-09-20 19:00,21.6,79
108,2025-09-20 20:00,21.1,81
108,2025-09-20 21:00,20.5,82
108,2025-09-20 22:00,20,81
108,2025-09-20 23:00,19.7,82
108,2025-09-21 00:00,19.5,82
108,2025-09-21 01:00,19.1,80
108,2025-09-21 02:00,18.5,82
108,2025-09-21 03:00,18.1,86
108,2025-09-21 04:00,17.7,87
108,2025-09-21 05:00,17.4,85
108,2025-09-21 06:00,17.2,85
108,2025-09-21 07:00,17.6,83
108,2025-09-21 08:00,19.1,78
108,2025-09-21 09:00,20.8,70
108,2025-09-21 10:00,22.1,65
108,2025-09-21 11:00,23.4,61
108,2025-09-21 12:00,24.6,59
108,2025-09-21 13:00,25.5,57
108,2025-09-21 14:00,26.5,54
108,2025-09-21 15:00,26.9,50
108,2025-09-21 16:00,27.1,50
108,2025-09-21 17:00,26.5,51
108,2025-09-21 18:00,24.8,56
108,2025-09-21 19:00,23.3,60
108,2025-09-21 20:00,22,63
108,2025-09-21 21:00,21.1,65
108,2025-09-21 22:00,20.7,63
108,2025-09-21 23:00,19.9,65
108,2025-09-22 00:00,19.4,65
108,2025-09-22 01:00,19.1,61
108,2025-09-22 02:00,18.6,62
108,2025-09-22 03:00,18.3,62
108,2025-09-22 04:00,18.1,64
108,2025-09-22 05:00,18,63
108,2025-09-22 06:00,17.9,64
108,2025-09-22 07:00,17.6,66
108,2025-09-22 08:00,18.1,64
108,2025-09-22 09:00,19.3,59
108,2025-09-22 10:00,21.4,55
108,2025-09-22 11:00,23,49
108,2025-09-22 12:00,24.3,47
108,2025-09-22 13:00,24.6,47
108,2025-09-22 14:00,24.9,47
108,2025-09-22 15:00,24.4,51
108,2025-09-22 16:00,24.6,51
108,2025-09-22 17:00,24.5,52
108,2025-09-22 18:00,24,54
108,2025-09-22 19:00,22.6,63
108,2025-09-22 20:00,21.9,66
108,2025-09-22 21:00,21.4,68
108,2025-09-22 22:00,21.1,69
108,2025-09-22 23:00,21,71
108,2025-09-23 00:00,20.7,73
108,2025-09-23 01:00,20.5,70
108,2025-09-23 02:00,20.3,73
108,2025-09-23 03:00,20.1,75
108,2025-09-23 04:00,19.9,71
108,2025-09-23 05:00,19.6,69
108,2025-09-23 06:00,19.3,68
108,2025-09-23 07:00,19.2,69
108,2025-09-23 08:00,19.7,69
108,2025-09-23 09:00,20.8,64
108,2025-09-23 10:00,22.3,57
108,2025-09-23 11:00,23.4,52
108,2025-09-23 12:00,24.8,41
108,2025-09-23 13:00,25.7,37
108,2025-09-23 14:00,25.8,40
108,2025-09-23 15:00,26.2,41
108,2025-09-23 16:00,26.4,40
108,2025-09-23 17:00,25.4,43
108,2025-09-23 18:00,24.8,45
108,2025-09-23 19:00,24.4,47
108,2025-09-23 20:00,23.6,52
108,2025-09-23 21:00,23.3,58
108,2025-09-23 22:00,23.2,58
108,2025-09-23 23:00,22.9,59
108,2025-09-24 00:00,22.4,60
108,2025-09-24 01:00,21.8,62
108,2025-09-24 02:00,21.5,61
108,2025-09-24 03:00,21.1,63
108,2025-09-24 04:00,20.4,68
108,2025-09-24 05:00,20.6,69
108,2025-09-24 06:00,20.4,68
108,2025-09-24 07:00,20.6,70
108,2025-09-24 08:00,21.4,71
108,2025-09-24 09:00,22.6,70
108,2025-09-24 10:00,23.1,70
108,2025-09-24 11:00,23.4,71
108,2025-09-24 12:00,23.5,79
108,2025-09-24 13:00,22.9,83
108,2025-09-24 14:00,22.1,93
108,2025-09-24 15:00,22.4,93
108,2025-09-24 16:00,22.7,95
108,2025-09-24 17:00,22.9,94
108,2025-09-24 18:00,22.8,93
108,2025-09-24 19:00,22.7,95
108,2025-09-24 20:00,21.8,94
108,2025-09-24 21:00,21.4,94
108,2025-09-24 22:00,21.5,95
108,2025-09-24 23:00,21.6,95
108,2025-09-25 00:00,21.6,94
108,2025-09-25 01:00,21.5,95
108,2025-09-25 02:00,21.3,93
108,2025-09-25 03:00,21.3,92
108,2025-09-25 04:00,21.2,93
108,2025-09-25 05:00,20.8,91
108,2025-09-25 06:00,20.7,90
108,2025-09-25 07:00,20.7,91
108,2025-09-25 08:00,20.9,91
108,2025-09-25 09:00,21.5,90
108,2025-09-25 10:00,22.5,85
108,2025-09-25 11:00,23.1,81
108,2025-09-25 12:00,23.8,77
108,2025-09-25 13:00,24.7,74
108,2025-09-25 14:00,25,67
108,2025-09-25 15:00,25.7,61
108,2025-09-25 16:00,26,59
108,2025-09-25 17:00,25.5,56
108,2025-09-25 18:00,24.9,61
108,2025-09-25 19:00,23.5,70
108,2025-09-25 20:00,22.5,78
108,2025-09-25 21:00,21.8,80
108,2025-09-25 22:00,21.2,84
108,2025-09-25 23:00,20.7,86
108,2025-09-26 00:00,20.2,89
108,2025-09-26 01:00,19.9,89
108,2025-09-26 02:00,19.6,92
108,2025-09-26 03:00,19.1,93
108,2025-09-26 04:00,18.7,92
108,2025-09-26 05:00,18.4,92
108,2025-09-26 06:00,17.9,94
108,2025-09-26 07:00,17.8,94
108,2025-09-26 08:00,18.4,95
108,2025-09-26 09:00,19.3,92
108,2025-09-26 10:00,20,86
108,2025-09-26 11:00,21.5,81
108,2025-09-26 12:00,22.9,73
108,2025-09-26 13:00,24.4,68
108,2025-09-26 14:00,25.4,61
108,2025-09-26 15:00,26.7,58
108,2025-09-26 16:00,26.8,57
108,2025-09-26 17:00,26.4,60
108,2025-09-26 18:00,24.8,63
108,2025-09-26 19:00,23.5,67
108,2025-09-26 20:00,22.8,70
108,2025-09-26 21:00,22.2,72
108,2025-09-26 22:00,21.5,77
108,2025-09-26 23:00,20.8,79
108,2025-09-27 00:00,20.3,80
108,2025-09-27 01:00,19.7,81
108,2025-09-27 02:00,19.2,85
108,2025-09-27 03:00,18.6,86
108,2025-09-27 04:00,18.2,88
108,2025-09-27 05:00,18,88
108,2025-09-27 06:00,17.7,90
108,2025-09-27 07:00,17.8,92
108,2025-09-27 08:00,18.9,88
108,2025-09-27 09:00,21.2,76
108,2025-09-27 10:00,23,67
108,2025-09-27 11:00,25,64
108,2025-09-27 12:00,26.1,56
108,2025-09-27 13:00,26.7,57
108,2025-09-27 14:00,26.7,55
108,2025-09-27 15:00,26.8,56
108,2025-09-27 16:00,26.4,59
108,2025-09-27 17:00,26.2,58
108,2025-09-27 18:00,25.5,61
108,2025-09-27 19:00,24.3,64
108,2025-09-27 20:00,23.1,67
108,2025-09-27 21:00,22.4,71
108,2025-09-27 22:00,21.9,72
108,2025-09-27 23:00,21.6,73
108,2025-09-28 00:00,21.6,73
108,2025-09-28 01:00,21.5,75
108,2025-09-28 02:00,21.5,76
108,2025-09-28 03:00,21.4,78
108,2025-09-28 04:00,21.3,82
108,2025-09-28 05:00,21.1,90
108,2025-09-28 06:00,20.3,93
108,2025-09-28 07:00,20.1,93
108,2025-09-28 08:00,19.1,93
108,2025-09-28 09:00,19.2,95
108,2025-09-28 10:00,18.4,95
108,2025-09-28 11:00,18.7,95
108,2025-09-28 12:00,19,94
108,2025-09-28 13:00,19.6,91
108,2025-09-28 14:00,21.4,88
108,2025-09-28 15:00,21.1,79
108,2025-09-28 16:00,21.2,78
108,2025-09-28 17:00,20.9,81
108,2025-09-28 18:00,20.6,80
108,2025-09-28 19:00,20.2,80
108,2025-09-28 20:00,19.8,80
108,2025-09-28 21:00,19.7,83
108,2025-09-28 22:00,19.6,83
108,2025-09-28 23:00,19.4,83
108,2025-09-29 00:00,18.9,83
108,2025-09-29 01:00,18.4,86
108,2025-09-29 02:00,18,87
108,2025-09-29 03:00,17.6,90
108,2025-09-29 04:00,17.3,90
108,2025-09-29 05:00,17,90
108,2025-09-29 06:00,16.7,91
108,2025-09-29 07:00,16.6,92
108,2025-09-29 08:00,17.2,91
108,2025-09-29 09:00,17.7,87
108,2025-09-29 10:00,20,79
108,2025-09-29 11:00,20.9,71
108,2025-09-29 12:00,20.9,72
108,2025-09-29 13:00,22.2,68
108,2025-09-29 14:00,22.9,61
108,2025-09-29 15:00,23.7,57
108,2025-09-29 16:00,23.4,59
108,2025-09-29 17:00,23.8,57
108,2025-09-29 18:00,22.5,64
108,2025-09-29 19:00,20.9,71
108,2025-09-29 20:00,20.3,73
108,2025-09-29 21:00,19.7,77
108,2025-09-29 22:00,19.1,81
108,2025-09-29 23:00,18.5,82
108,2025-09-30 00:00,18.2,84
108,2025-09-30 01:00,17.9,85
108,2025-09-30 02:00,17.7,87
108,2025-09-30 03:00,17.7,89
108,2025-09-30 04:00,17.7,89
108,2025-09-30 05:00,17.7,90
108,2025-09-30 06:00,17.5,90
108,2025-09-30 07:00,17.3,91
108,2025-09-30 08:00,17.7,91
108,2025-09-30 09:00,18.6,89
108,2025-09-30 10:00,19.3,86
108,2025-09-30 11:00,19.9,83
108,2025-09-30 12:00,20.8,80
108,2025-09-30 13:00,21.7,74
108,2025-09-30 14:00,23.7,69
108,2025-09-30 15:00,23.3,63
108,2025-09-30 16:00,23.2,64
108,2025-09-30 17:00,22.8,64
108,2025-09-30 18:00,22.1,69
108,2025-09-30 19:00,21,73
108,2025-09-30 20:00,20.2,77
108,2025-09-30 21:00,19.8,82
108,2025-09-30 22:00,19.3,83
108,2025-09-30 23:00,18.8,85
